ID,优先纳入,PC,role,value
HGDP00820,FIRST,2,Intended,-0.0324096
HGDP00820,FIRST,3,Intended,-0.00528413
HGDP00820,FIRST,4,Intended,0.0139083
HGDP00821,FIRST,1,Intended,-0.0164825
HGDP00821,FIRST,2,Intended,-0.0326606
HGDP00821,FIRST,3,Intended,-0.000699647
HGDP00821,FIRST,4,Intended,0.0192026
HGDP00822,FIRST,1,Intended,-0.0162956
HGDP00822,FIRST,2,Intended,-0.0325501
HGDP00822,FIRST,3,Intended,-0.00472577
HGDP00822,FIRST,4,Intended,0.0162454
HGDP00823,FIRST,1,Intended,-0.0101402
HGDP00823,FIRST,2,Intended,-0.0128948
HGDP00823,FIRST,3,Intended,0.0167393
HGDP00823,FIRST,4,Intended,-0.00151583
HGDP00828,FIRST,1,Intended,-0.0159896
HGDP00828,FIRST,2,Intended,-0.0317062
HGDP00828,FIRST,3,Intended,-0.00481926
HGDP00828,FIRST,4,Intended,0.0103803
HGDP00832,FIRST,1,Intended,-0.017313
HGDP00832,FIRST,2,Intended,-0.0144802
HGDP00832,FIRST,3,Intended,-0.0477503
HGDP00832,FIRST,4,Intended,-0.0933795
HGDP00837,FIRST,1,Intended,-0.0167257
HGDP00837,FIRST,2,Intended,-0.0139662
HGDP00837,FIRST,3,Intended,-0.047881
HGDP00837,FIRST,4,Intended,-0.0924971
HGDP00838,FIRST,1,Intended,-0.0149448
HGDP00838,FIRST,2,Intended,-0.0144849
HGDP00838,FIRST,3,Intended,-0.0425049
HGDP00838,FIRST,4,Intended,-0.0906747
HGDP00843,FIRST,1,Intended,-0.0169761
HGDP00843,FIRST,2,Intended,-0.0150859
HGDP00843,FIRST,3,Intended,-0.0459214
HGDP00843,FIRST,4,Intended,-0.0924137
HGDP00845,FIRST,1,Intended,-0.016151
HGDP00845,FIRST,2,Intended,-0.0152326
HGDP00845,FIRST,3,Intended,-0.0477147
HGDP00845,FIRST,4,Intended,-0.0930687
HGDP00849,FIRST,1,Intended,-0.0170787
HGDP00849,FIRST,2,Intended,-0.0139678
HGDP00849,FIRST,3,Intended,-0.0459449
HGDP00849,FIRST,4,Intended,-0.0906376
HGDP00854,FIRST,1,Intended,-0.0137182
HGDP00854,FIRST,2,Intended,-0.0114289
HGDP00854,FIRST,3,Intended,-0.0456765
HGDP00854,FIRST,4,Intended,-0.0778887
HGDP00856,FIRST,1,Intended,-0.0157991
HGDP00856,FIRST,2,Intended,-0.0113649
HGDP00856,FIRST,3,Intended,-0.043459
HGDP00856,FIRST,4,Intended,-0.0812408
HGDP00858,FIRST,1,Intended,-0.0143031
HGDP00858,FIRST,2,Intended,-0.0113278
HGDP00858,FIRST,3,Intended,-0.0433849
HGDP00858,FIRST,4,Intended,-0.0764367
HGDP00859,FIRST,1,Intended,-0.0139933
HGDP00859,FIRST,2,Intended,-0.010822
HGDP00859,FIRST,3,Intended,-0.0429407
HGDP00859,FIRST,4,Intended,-0.0766637
HGDP00860,FIRST,1,Intended,-0.0128587
HGDP00860,FIRST,2,Intended,-0.00366405
HGDP00860,FIRST,3,Intended,-0.0365898
HGDP00860,FIRST,4,Intended,-0.0583876
HGDP00861,FIRST,1,Intended,-0.013335
HGDP00861,FIRST,2,Intended,-0.0081293
HGDP00861,FIRST,3,Intended,-0.0411887
HGDP00861,FIRST,4,Intended,-0.067509
HGDP00862,FIRST,1,Intended,-0.0142408
HGDP00862,FIRST,2,Intended,-0.00930805
HGDP00862,FIRST,3,Intended,-0.0444987
HGDP00862,FIRST,4,Intended,-0.0745309
HGDP00863,FIRST,1,Intended,-0.0130581
HGDP00863,FIRST,2,Intended,-0.0118237
HGDP00863,FIRST,3,Intended,-0.0420885
HGDP00863,FIRST,4,Intended,-0.0781884
HGDP00864,FIRST,1,Intended,-0.0149308
HGDP00864,FIRST,2,Intended,-0.0124048
HGDP00864,FIRST,3,Intended,-0.0414855
HGDP00864,FIRST,4,Intended,-0.0818645
HGDP00865,FIRST,1,Intended,-0.0135679
HGDP00865,FIRST,2,Intended,-0.0131578
HGDP00865,FIRST,3,Intended,-0.0453385
HGDP00865,FIRST,4,Intended,-0.0796258
HGDP00868,FIRST,1,Intended,-0.0126617
HGDP00868,FIRST,2,Intended,-0.00949341
HGDP00868,FIRST,3,Intended,-0.0417555
HGDP00868,FIRST,4,Intended,-0.0706303
HGDP00869,FIRST,1,Intended,-0.0141498
HGDP00869,FIRST,2,Intended,-0.00751115
HGDP00869,FIRST,3,Intended,-0.0389274
HGDP00869,FIRST,4,Intended,-0.0650449
HGDP00870,FIRST,1,Intended,-0.015244
HGDP00870,FIRST,2,Intended,-0.0124896
HGDP00870,FIRST,3,Intended,-0.0474102
HGDP00870,FIRST,4,Intended,-0.0783327
HGDP00871,FIRST,1,Intended,-0.0135177
HGDP00871,FIRST,2,Intended,-0.00363555
HGDP00871,FIRST,3,Intended,-0.0373772
HGDP00871,FIRST,4,Intended,-0.0587487
HGDP00872,FIRST,1,Intended,-0.0134453
HGDP00872,FIRST,2,Intended,-0.0113741
HGDP00872,FIRST,3,Intended,-0.0444194
HGDP00872,FIRST,4,Intended,-0.0794747
HGDP00873,FIRST,1,Intended,-0.0157785
HGDP00873,FIRST,2,Intended,-0.011424
HGDP00873,FIRST,3,Intended,-0.0452538
HGDP00873,FIRST,4,Intended,-0.0791834
HGDP00875,FIRST,1,Intended,-0.0127494
HGDP00875,FIRST,2,Intended,-0.0126268
HGDP00875,FIRST,3,Intended,-0.0431086
HGDP00875,FIRST,4,Intended,-0.0757339
HGDP00876,FIRST,1,Intended,-0.0131841
HGDP00876,FIRST,2,Intended,-0.00437168
HGDP00876,FIRST,3,Intended,-0.0417499
HGDP00876,FIRST,4,Intended,-0.0542477
HGDP00877,FIRST,1,Intended,-0.0130555
HGDP00877,FIRST,2,Intended,-0.00894239
HGDP00877,FIRST,3,Intended,-0.0411793
HGDP00877,FIRST,4,Intended,-0.0698215
HGDP00879,FIRST,1,Intended,-0.0114386
HGDP00879,FIRST,2,Intended,0.0202055
HGDP00879,FIRST,3,Intended,-0.0113342
HGDP00879,FIRST,4,Intended,0.0141531
HGDP00880,FIRST,1,Intended,-0.0111625
HGDP00880,FIRST,2,Intended,0.021199
HGDP00880,FIRST,3,Intended,-0.00698741
HGDP00880,FIRST,4,Intended,0.0156254
HGDP00881,FIRST,1,Intended,-0.0111572
HGDP00881,FIRST,2,Intended,0.0225942
HGDP00881,FIRST,3,Intended,-0.00935358
HGDP00881,FIRST,4,Intended,0.0157716
HGDP00882,FIRST,1,Intended,-0.0121383
HGDP00882,FIRST,2,Intended,0.020307
HGDP00882,FIRST,3,Intended,-0.0101287
HGDP00882,FIRST,4,Intended,0.0171978
HGDP00883,FIRST,1,Intended,-0.0117922
HGDP00883,FIRST,2,Intended,0.0198573
HGDP00883,FIRST,3,Intended,-0.0120621
HGDP00883,FIRST,4,Intended,0.0162846
HGDP00884,FIRST,1,Intended,-0.0107411
HGDP00884,FIRST,2,Intended,0.023104
HGDP00884,FIRST,3,Intended,-0.0105628
HGDP00884,FIRST,4,Intended,0.0149401
HGDP00885,FIRST,1,Intended,-0.0106181
HGDP00885,FIRST,2,Intended,0.0221973
HGDP00885,FIRST,3,Intended,-0.0115245
HGDP00885,FIRST,4,Intended,0.0159212
HGDP00886,FIRST,1,Intended,-0.0102703
HGDP00886,FIRST,2,Intended,0.0217849
HGDP00886,FIRST,3,Intended,-0.0098253
HGDP00886,FIRST,4,Intended,0.0145497
HGDP00888,FIRST,1,Intended,-0.0107501
HGDP00888,FIRST,2,Intended,0.0231718
HGDP00888,FIRST,3,Intended,-0.00705229
HGDP00888,FIRST,4,Intended,0.0128154
HGDP00889,FIRST,1,Intended,-0.0114225
HGDP00889,FIRST,2,Intended,0.0217304
HGDP00889,FIRST,3,Intended,-0.0118022
HGDP00889,FIRST,4,Intended,0.0116153
HGDP00890,FIRST,1,Intended,-0.0107006
HGDP00890,FIRST,2,Intended,0.0211456
HGDP00890,FIRST,3,Intended,-0.00808699
HGDP00890,FIRST,4,Intended,0.0141271
HGDP00891,FIRST,1,Intended,-0.0102777
HGDP00891,FIRST,2,Intended,0.0204426
HGDP00891,FIRST,3,Intended,-0.0109933
HGDP00891,FIRST,4,Intended,0.0144936
HGDP00892,FIRST,1,Intended,-0.0108139
HGDP00892,FIRST,2,Intended,0.0216741
HGDP00892,FIRST,3,Intended,-0.00956508
HGDP00892,FIRST,4,Intended,0.0171227
HGDP00893,FIRST,1,Intended,-0.0105414
HGDP00893,FIRST,2,Intended,0.0206975
HGDP00893,FIRST,3,Intended,-0.0086743
HGDP00893,FIRST,4,Intended,0.0178893
HGDP00894,FIRST,1,Intended,-0.0109138
HGDP00894,FIRST,2,Intended,0.0213186
HGDP00894,FIRST,3,Intended,-0.0110766
HGDP00894,FIRST,4,Intended,0.0152123
HGDP00895,FIRST,1,Intended,-0.0102807
HGDP00895,FIRST,2,Intended,0.0208824
HGDP00895,FIRST,3,Intended,-0.0140485
HGDP00895,FIRST,4,Intended,0.0123919
HGDP00896,FIRST,1,Intended,-0.0112062
HGDP00896,FIRST,2,Intended,0.0210197
HGDP00896,FIRST,3,Intended,-0.0102619
HGDP00896,FIRST,4,Intended,0.0116915
HGDP00897,FIRST,1,Intended,-0.0109379
HGDP00897,FIRST,2,Intended,0.0218256
HGDP00897,FIRST,3,Intended,-0.0103662
HGDP00897,FIRST,4,Intended,0.0121458
HGDP00898,FIRST,1,Intended,-0.0107307
HGDP00898,FIRST,2,Intended,0.0214782
HGDP00898,FIRST,3,Intended,-0.0106831
HGDP00898,FIRST,4,Intended,0.0130624
HGDP00899,FIRST,1,Intended,-0.010982
HGDP00899,FIRST,2,Intended,0.0213555
HGDP00899,FIRST,3,Intended,-0.0121764
HGDP00899,FIRST,4,Intended,0.0118887
HGDP00900,FIRST,1,Intended,-0.0113302
HGDP00900,FIRST,2,Intended,0.0236765
HGDP00900,FIRST,3,Intended,-0.00850974
HGDP00900,FIRST,4,Intended,0.0139901
HGDP00901,FIRST,1,Intended,-0.0107847
HGDP00901,FIRST,2,Intended,0.0214101
HGDP00901,FIRST,3,Intended,-0.00938417
HGDP00901,FIRST,4,Intended,0.0136281
HGDP00902,FIRST,1,Intended,-0.0111678
HGDP00902,FIRST,2,Intended,0.020921
HGDP00902,FIRST,3,Intended,-0.00815012
HGDP00902,FIRST,4,Intended,0.0165266
HGDP00904,FIRST,1,Intended,0.0334603
HGDP00904,FIRST,2,Intended,-0.00526251
HGDP00904,FIRST,3,Intended,0.00111371
HGDP00904,FIRST,4,Intended,0.00123078
HGDP00905,FIRST,1,Intended,0.0334507
HGDP00905,FIRST,2,Intended,-0.00512577
HGDP00905,FIRST,3,Intended,-0.000878289
HGDP00905,FIRST,4,Intended,0.000906532
HGDP00906,FIRST,1,Intended,0.0337723
HGDP00906,FIRST,2,Intended,-0.00388903
HGDP00906,FIRST,3,Intended,-0.00097068
HGDP00906,FIRST,4,Intended,-0.00221709
HGDP00909,FIRST,1,Intended,0.0325641
HGDP00909,FIRST,2,Intended,-0.00672862
HGDP00909,FIRST,3,Intended,-0.00296084
HGDP00909,FIRST,4,Intended,-0.0024161
HGDP00912,FIRST,1,Intended,0.032859
HGDP00912,FIRST,2,Intended,-0.00753232
HGDP00912,FIRST,3,Intended,0.00150733
HGDP00912,FIRST,4,Intended,-0.000423293
HGDP00913,FIRST,1,Intended,0.0331357
HGDP00913,FIRST,2,Intended,-0.0067245
HGDP00913,FIRST,3,Intended,-0.00215657
HGDP00913,FIRST,4,Intended,-0.00107546
HGDP00916,FIRST,1,Intended,0.033178
HGDP00916,FIRST,2,Intended,-0.00465296
HGDP00916,FIRST,3,Intended,-0.00132175
HGDP00916,FIRST,4,Intended,0.00189574
HGDP00917,FIRST,1,Intended,0.0323216
HGDP00917,FIRST,2,Intended,-0.00838523
HGDP00917,FIRST,3,Intended,-0.00077069
HGDP00917,FIRST,4,Intended,-0.00405543
HGDP00919,FIRST,1,Intended,0.0343006
HGDP00919,FIRST,2,Intended,-0.0058665
HGDP00919,FIRST,3,Intended,-0.00126982
HGDP00919,FIRST,4,Intended,0.00216176
HGDP00920,FIRST,1,Intended,0.0346092
HGDP00920,FIRST,2,Intended,-0.00529362
HGDP00920,FIRST,3,Intended,-0.00016595
HGDP00920,FIRST,4,Intended,0.00322541
HGDP00924,FIRST,1,Intended,0.0342719
HGDP00924,FIRST,2,Intended,-0.00596986
HGDP00924,FIRST,3,Intended,0.00113951
HGDP00924,FIRST,4,Intended,0.0016858
HGDP00925,FIRST,1,Intended,0.0340269
HGDP00925,FIRST,2,Intended,-0.00520208
HGDP00925,FIRST,3,Intended,-0.000110054
HGDP00925,FIRST,4,Intended,0.00120438
HGDP00926,FIRST,1,Intended,0.0346965
HGDP00926,FIRST,2,Intended,-0.00591076
HGDP00926,FIRST,3,Intended,0.00217511
HGDP00926,FIRST,4,Intended,0.00282221
HGDP00929,FIRST,1,Intended,0.0344601
HGDP00929,FIRST,2,Intended,-0.00609772
HGDP00929,FIRST,3,Intended,0.00138432
HGDP00929,FIRST,4,Intended,0.00231209
HGDP00930,FIRST,1,Intended,0.0343735
HGDP00930,FIRST,2,Intended,-0.00764011
HGDP00930,FIRST,3,Intended,-0.00268563
HGDP00930,FIRST,4,Intended,0.00100394
HGDP00931,FIRST,1,Intended,0.0343948
HGDP00931,FIRST,2,Intended,-0.00539265
HGDP00931,FIRST,3,Intended,0.00116244
HGDP00931,FIRST,4,Intended,0.000600511
HGDP00933,FIRST,1,Intended,0.0343306
HGDP00933,FIRST,2,Intended,-0.00588547
HGDP00933,FIRST,3,Intended,0.000647015
HGDP00933,FIRST,4,Intended,0.00194376
HGDP00934,FIRST,1,Intended,0.0348152
HGDP00934,FIRST,2,Intended,-0.00676909
HGDP00934,FIRST,3,Intended,-0.000392965
HGDP00934,FIRST,4,Intended,0.00232722
HGDP00935,FIRST,1,Intended,0.0352791
HGDP00935,FIRST,2,Intended,-0.00657701
HGDP00935,FIRST,3,Intended,0.00226197
HGDP00935,FIRST,4,Intended,0.00121872
HGDP00937,FIRST,1,Intended,0.0346242
HGDP00937,FIRST,2,Intended,-0.00534654
HGDP00937,FIRST,3,Intended,0.000749945
HGDP00937,FIRST,4,Intended,0.00120976
HGDP00938,FIRST,1,Intended,0.0345318
HGDP00938,FIRST,2,Intended,-0.00590672
HGDP00938,FIRST,3,Intended,-0.00259172
HGDP00938,FIRST,4,Intended,0.00135819
HGDP00945,FIRST,1,Intended,-0.0157239
HGDP00945,FIRST,2,Intended,-0.020888
HGDP00945,FIRST,3,Intended,-0.00672899
HGDP00945,FIRST,4,Intended,0.00188886
HGDP00946,FIRST,1,Intended,-0.0147039
HGDP00946,FIRST,2,Intended,-0.021653
HGDP00946,FIRST,3,Intended,-0.00573557
HGDP00946,FIRST,4,Intended,0.00312505
HGDP00947,FIRST,1,Intended,-0.0138672
HGDP00947,FIRST,2,Intended,-0.0197017
HGDP00947,FIRST,3,Intended,-0.00429904
HGDP00947,FIRST,4,Intended,0.00271369
HGDP00948,FIRST,1,Intended,-0.0149164
HGDP00948,FIRST,2,Intended,-0.0183994
HGDP00948,FIRST,3,Intended,-0.00580797
HGDP00948,FIRST,4,Intended,2.79e-05
HGDP00949,FIRST,1,Intended,-0.0139278
HGDP00949,FIRST,2,Intended,-0.00934533
HGDP00949,FIRST,3,Intended,-0.00539433
HGDP00949,FIRST,4,Intended,0.0041563
HGDP00950,FIRST,1,Intended,-0.0152623
HGDP00950,FIRST,2,Intended,-0.0153124
HGDP00950,FIRST,3,Intended,-0.00732482
HGDP00950,FIRST,4,Intended,-0.00217618
HGDP00952,FIRST,1,Intended,-0.0147106
HGDP00952,FIRST,2,Intended,-0.0218428
HGDP00952,FIRST,3,Intended,-0.0102507
HGDP00952,FIRST,4,Intended,-0.00134747
HGDP00953,FIRST,1,Intended,-0.0140067
HGDP00953,FIRST,2,Intended,-0.00759458
HGDP00953,FIRST,3,Intended,-0.00918725
HGDP00953,FIRST,4,Intended,0.00223284
HGDP00954,FIRST,1,Intended,-0.0155281
HGDP00954,FIRST,2,Intended,-0.0206951
HGDP00954,FIRST,3,Intended,-0.00854519
HGDP00954,FIRST,4,Intended,-0.00171713
HGDP00955,FIRST,1,Intended,-0.0157065
HGDP00955,FIRST,2,Intended,-0.0218675
HGDP00955,FIRST,3,Intended,-0.00783979
HGDP00955,FIRST,4,Intended,0.0019169
HGDP00957,FIRST,1,Intended,-0.0154457
HGDP00957,FIRST,2,Intended,-0.0224186
HGDP00957,FIRST,3,Intended,-0.00745043
HGDP00957,FIRST,4,Intended,0.00022643
HGDP00958,FIRST,1,Intended,-0.0152139
HGDP00958,FIRST,2,Intended,-0.0194293
HGDP00958,FIRST,3,Intended,-0.00825426
HGDP00958,FIRST,4,Intended,0.00132398
HGDP00959,FIRST,1,Intended,-0.0156136
HGDP00959,FIRST,2,Intended,-0.0262644
HGDP00959,FIRST,3,Intended,-0.0118378
HGDP00959,FIRST,4,Intended,-0.00339003
HGDP00960,FIRST,1,Intended,-0.015842
HGDP00960,FIRST,2,Intended,-0.0218258
HGDP00960,FIRST,3,Intended,-0.00790838
HGDP00960,FIRST,4,Intended,-0.00056576
HGDP00961,FIRST,1,Intended,-0.0150723
HGDP00961,FIRST,2,Intended,-0.0202515
HGDP00961,FIRST,3,Intended,-0.00777739
HGDP00961,FIRST,4,Intended,0.00205595
HGDP00962,FIRST,1,Intended,-0.0158564
HGDP00962,FIRST,2,Intended,-0.0226191
HGDP00962,FIRST,3,Intended,-0.00702159
HGDP00962,FIRST,4,Intended,0.000877142
HGDP00963,FIRST,1,Intended,-0.0150253
HGDP00963,FIRST,2,Intended,-0.0226395
HGDP00963,FIRST,3,Intended,-0.0076923
HGDP00963,FIRST,4,Intended,-0.00309284
HGDP00964,FIRST,1,Intended,-0.0156222
HGDP00964,FIRST,2,Intended,-0.0214646
HGDP00964,FIRST,3,Intended,-0.00991423
HGDP00964,FIRST,4,Intended,0.001192
HGDP00965,FIRST,1,Intended,-0.0155239
HGDP00965,FIRST,2,Intended,-0.0200618
HGDP00965,FIRST,3,Intended,-0.00468138
HGDP00965,FIRST,4,Intended,0.00106465
HGDP00966,FIRST,1,Intended,-0.0154488
HGDP00966,FIRST,2,Intended,-0.01883
HGDP00966,FIRST,3,Intended,-0.00682601
HGDP00966,FIRST,4,Intended,0.000225681
HGDP00967,FIRST,1,Intended,-0.0146643
HGDP00967,FIRST,2,Intended,-0.0187761
HGDP00967,FIRST,3,Intended,-0.0070268
HGDP00967,FIRST,4,Intended,-0.00102821
HGDP00968,FIRST,1,Intended,-0.0142337
HGDP00968,FIRST,2,Intended,-0.0205881
HGDP00968,FIRST,3,Intended,-0.00691905
HGDP00968,FIRST,4,Intended,-0.00407312
HGDP00969,FIRST,1,Intended,-0.0138603
HGDP00969,FIRST,2,Intended,-0.0143924
HGDP00969,FIRST,3,Intended,-0.0103453
HGDP00969,FIRST,4,Intended,0.00399291
HGDP00970,FIRST,1,Intended,-0.0170349
HGDP00970,FIRST,2,Intended,-0.0152717
HGDP00970,FIRST,3,Intended,-0.0483101
HGDP00970,FIRST,4,Intended,-0.0946221
HGDP00971,FIRST,1,Intended,-0.0165557
HGDP00971,FIRST,2,Intended,-0.031438
HGDP00971,FIRST,3,Intended,-0.00404129
HGDP00971,FIRST,4,Intended,0.0152111
HGDP00972,FIRST,1,Intended,-0.0164312
HGDP00972,FIRST,2,Intended,-0.0325722
HGDP00972,FIRST,3,Intended,-0.00342867
HGDP00972,FIRST,4,Intended,0.0142423
HGDP00973,FIRST,1,Intended,-0.0164135
HGDP00973,FIRST,2,Intended,-0.0322699
HGDP00973,FIRST,3,Intended,-0.00373704
HGDP00973,FIRST,4,Intended,0.0150134
HGDP00974,FIRST,1,Intended,-0.0164535
HGDP00974,FIRST,2,Intended,-0.0328452
HGDP00974,FIRST,3,Intended,-0.0055003
HGDP00974,FIRST,4,Intended,0.0167394
HGDP00975,FIRST,1,Intended,-0.0166598
HGDP00975,FIRST,2,Intended,-0.0325146
HGDP00975,FIRST,3,Intended,-0.00174952
HGDP00975,FIRST,4,Intended,0.0179094
HGDP00976,FIRST,1,Intended,-0.0167849
HGDP00976,FIRST,2,Intended,-0.0328828
HGDP00976,FIRST,3,Intended,-0.0041944
HGDP00976,FIRST,4,Intended,0.0172555
HGDP00977,FIRST,1,Intended,-0.0164353
HGDP00977,FIRST,2,Intended,-0.0324515
HGDP00977,FIRST,3,Intended,-0.00553993
HGDP00977,FIRST,4,Intended,0.0149157
HGDP00981,FIRST,1,Intended,0.0341442
HGDP00981,FIRST,2,Intended,-0.00565136
HGDP00981,FIRST,3,Intended,0.00185207
HGDP00981,FIRST,4,Intended,0.000775501
HGDP00984,FIRST,1,Intended,0.0327953
HGDP00984,FIRST,2,Intended,-0.0062234
HGDP00984,FIRST,3,Intended,0.00180905
HGDP00984,FIRST,4,Intended,0.000407199
HGDP00985,FIRST,1,Intended,0.0337852
HGDP00985,FIRST,2,Intended,-0.00505173
HGDP00985,FIRST,3,Intended,-0.000570455
HGDP00985,FIRST,4,Intended,0.00176577
HGDP00992,FIRST,1,Intended,0.0308572
HGDP00992,FIRST,2,Intended,-0.00351599
HGDP00992,FIRST,3,Intended,0.00338081
HGDP00992,FIRST,4,Intended,0.00232759
HGDP00993,FIRST,1,Intended,0.0334724
HGDP00993,FIRST,2,Intended,-0.00589533
HGDP00993,FIRST,3,Intended,0.000185642
HGDP00993,FIRST,4,Intended,0.000724155
HGDP00994,FIRST,1,Intended,0.0335491
HGDP00994,FIRST,2,Intended,-0.00543693
HGDP00994,FIRST,3,Intended,0.0017176
HGDP00994,FIRST,4,Intended,0.000783412
HGDP00995,FIRST,1,Intended,-0.0165508
HGDP00995,FIRST,2,Intended,-0.0156822
HGDP00995,FIRST,3,Intended,-0.0470146
HGDP00995,FIRST,4,Intended,-0.0873193
HGDP00999,FIRST,1,Intended,-0.016992
HGDP00999,FIRST,2,Intended,-0.0152213
HGDP00999,FIRST,3,Intended,-0.047202
HGDP00999,FIRST,4,Intended,-0.0902602
HGDP01001,FIRST,1,Intended,-0.016148
HGDP01001,FIRST,2,Intended,-0.0142248
HGDP01001,FIRST,3,Intended,-0.0467813
HGDP01001,FIRST,4,Intended,-0.0906994
HGDP01006,FIRST,1,Intended,-0.0168707
HGDP01006,FIRST,2,Intended,-0.0141668
HGDP01006,FIRST,3,Intended,-0.0486737
HGDP01006,FIRST,4,Intended,-0.0904002
HGDP01009,FIRST,1,Intended,-0.0167523
HGDP01009,FIRST,2,Intended,-0.0163499
HGDP01009,FIRST,3,Intended,-0.0520291
HGDP01009,FIRST,4,Intended,-0.0903489
HGDP01010,FIRST,1,Intended,-0.0152203
HGDP01010,FIRST,2,Intended,-0.0140145
HGDP01010,FIRST,3,Intended,-0.04874
HGDP01010,FIRST,4,Intended,-0.08889
HGDP01013,FIRST,1,Intended,-0.0156591
HGDP01013,FIRST,2,Intended,-0.0144006
HGDP01013,FIRST,3,Intended,-0.0471947
HGDP01013,FIRST,4,Intended,-0.0891681
HGDP01014,FIRST,1,Intended,-0.0158973
HGDP01014,FIRST,2,Intended,-0.0139707
HGDP01014,FIRST,3,Intended,-0.0486672
HGDP01014,FIRST,4,Intended,-0.0906271
HGDP01019,FIRST,1,Intended,-0.016593
HGDP01019,FIRST,2,Intended,-0.0152127
HGDP01019,FIRST,3,Intended,-0.0492809
HGDP01019,FIRST,4,Intended,-0.0939574
HGDP01021,FIRST,1,Intended,-0.0166174
HGDP01021,FIRST,2,Intended,-0.0326835
HGDP01021,FIRST,3,Intended,-0.00234369
HGDP01021,FIRST,4,Intended,0.0191213
HGDP01023,FIRST,1,Intended,-0.0159561
HGDP01023,FIRST,2,Intended,-0.0322003
HGDP01023,FIRST,3,Intended,-0.00592996
HGDP01023,FIRST,4,Intended,0.0116585
HGDP01024,FIRST,1,Intended,-0.0166928
HGDP01024,FIRST,2,Intended,-0.0326238
HGDP01024,FIRST,3,Intended,-0.00254304
HGDP01024,FIRST,4,Intended,0.0176915
HGDP01027,FIRST,1,Intended,-0.00982154
HGDP01027,FIRST,2,Intended,-0.0128753
HGDP01027,FIRST,3,Intended,0.0161106
HGDP01027,FIRST,4,Intended,0.00123459
HGDP01031,FIRST,1,Intended,0.0339766
HGDP01031,FIRST,2,Intended,-0.00631121
HGDP01031,FIRST,3,Intended,0.00101862
HGDP01031,FIRST,4,Intended,0.000642767
HGDP01033,FIRST,1,Intended,0.0329998
HGDP01033,FIRST,2,Intended,-0.00644882
HGDP01033,FIRST,3,Intended,-0.00171219
HGDP01033,FIRST,4,Intended,-0.00108085
HGDP01037,FIRST,1,Intended,-0.0145869
HGDP01037,FIRST,2,Intended,-0.0125019
HGDP01037,FIRST,3,Intended,-0.0461783
HGDP01037,FIRST,4,Intended,-0.0754076
HGDP01041,FIRST,1,Intended,-0.0150916
HGDP01041,FIRST,2,Intended,-0.0159671
HGDP01041,FIRST,3,Intended,-0.0438613
HGDP01041,FIRST,4,Intended,-0.0771689
HGDP01043,FIRST,1,Intended,-0.0160694
HGDP01043,FIRST,2,Intended,-0.0145434
HGDP01043,FIRST,3,Intended,-0.0460868
HGDP01043,FIRST,4,Intended,-0.0826418
HGDP01050,FIRST,1,Intended,-0.0158392
HGDP01050,FIRST,2,Intended,-0.0117635
HGDP01050,FIRST,3,Intended,-0.0427822
HGDP01050,FIRST,4,Intended,-0.0758231
HGDP01051,FIRST,1,Intended,-0.0154877
HGDP01051,FIRST,2,Intended,-0.0142237
HGDP01051,FIRST,3,Intended,-0.0429321
HGDP01051,FIRST,4,Intended,-0.0797181
HGDP01053,FIRST,1,Intended,-0.0177607
HGDP01053,FIRST,2,Intended,-0.0152088
HGDP01053,FIRST,3,Intended,-0.0425576
HGDP01053,FIRST,4,Intended,-0.0804
HGDP01055,FIRST,1,Intended,-0.0159671
HGDP01055,FIRST,2,Intended,-0.0135065
HGDP01055,FIRST,3,Intended,-0.0455784
HGDP01055,FIRST,4,Intended,-0.0797395
HGDP01056,FIRST,1,Intended,-0.0155287
HGDP01056,FIRST,2,Intended,-0.0119603
HGDP01056,FIRST,3,Intended,-0.0427013
HGDP01056,FIRST,4,Intended,-0.0839525
HGDP01057,FIRST,1,Intended,-0.0166127
HGDP01057,FIRST,2,Intended,-0.0146888
HGDP01057,FIRST,3,Intended,-0.0447257
HGDP01057,FIRST,4,Intended,-0.0847709
HGDP01058,FIRST,1,Intended,-0.0140813
HGDP01058,FIRST,2,Intended,-0.0126719
HGDP01058,FIRST,3,Intended,-0.0432792
HGDP01058,FIRST,4,Intended,-0.0713811
HGDP01059,FIRST,1,Intended,-0.015727
HGDP01059,FIRST,2,Intended,-0.0118489
HGDP01059,FIRST,3,Intended,-0.0440969
HGDP01059,FIRST,4,Intended,-0.0783404
HGDP01060,FIRST,1,Intended,-0.016276
HGDP01060,FIRST,2,Intended,-0.0111012
HGDP01060,FIRST,3,Intended,-0.0422926
HGDP01060,FIRST,4,Intended,-0.076594
HGDP01062,FIRST,1,Intended,-0.00904325
HGDP01062,FIRST,2,Intended,0.027183
HGDP01062,FIRST,3,Intended,-0.0121679
HGDP01062,FIRST,4,Intended,0.0192474
HGDP01063,FIRST,1,Intended,-0.00881296
HGDP01063,FIRST,2,Intended,0.027472
HGDP01063,FIRST,3,Intended,-0.0119759
HGDP01063,FIRST,4,Intended,0.0209301
HGDP01064,FIRST,1,Intended,-0.00848978
HGDP01064,FIRST,2,Intended,0.0276992
HGDP01064,FIRST,3,Intended,-0.0126347
HGDP01064,FIRST,4,Intended,0.0235528
HGDP01065,FIRST,1,Intended,-0.00917601
HGDP01065,FIRST,2,Intended,0.0262573
HGDP01065,FIRST,3,Intended,-0.0117858
